Batterien,Produktabmessungen,Im Angebot von Amazon.de seit,Hersteller,ASIN,Modellnummer,Herkunftsland,Marke,Verbindungstechnologien,Anschlusstyp,Kompatible Geräte,Kompatible Telefonmodelle,Lieferumfang,Besonderes Merkmal,Farbe,Ampere,USB-Anschlüsse insgesamt,Amazon Bestseller-Rang,title
4 Lithium-Polymer Batterien erforderlich.,19 x 19 x 10.01 cm; 580 Gramm,20. Januar 2022,FitFasting,B09QKTLJY9,CS-PB-983S-Black,China,FitFasting,USB,Lightning,"Compatible with iPhone x, Compatible with iPhone 8, Compatible with iPhone xr, Compatible with iPhone 11, Compatible with iPhone 11 max, Compatible with iPhone 8 plus, Compatible with iPhone 7, Compatible with iPhone 7 plus, Compatible with iPhone 6, Compatible with iPhone 6s, Compatible with iPhone 6 plus, Compatible with iPhone 6s plus; Samsing Galaxy S10, Samsing Galaxy S9, Samsing Galaxy S8, Samsing Galaxy Note 10; Motorola P50, Motorola Z4, Motorola G7 Plus, Motorola G7, Motorola One; LG G8, LG G7, LG X4, LG Q60, LG K40, LG Q7; Google Pixel, Google Pixel XL, Google Pixel 2, Google Pixel 2 XL, Google Pixel 3, Google Pixel 3 XL, Google Pixel 4, Google Pixel 4 XL Mehr anzeigen","Smartphones, Samsung iPhone","1*user manual, 1*solar power bank, 1*USB cable",Tragbar,Black819,3 Ampere,2,Siehe Top 100 in Elektronik & Foto,"Power Bank, 42800mAh Solar Powerbank Akkupack, PD18W QC 3.0 3A Handyakkus Schnelles Aufladen Tragbares Ladegerät, Externer Akku mit Automatische Erkennen Technologie, Compatible with Samsung iPhone"
